Id,SalePrice
1581,153421.4219
1582,125791.3438
1583,339630
1584,226238.0156
1585,143168.1563
1586,81355.63281
1587,99424.71875
1588,147584.4688
1589,105735.0313
1590,129648.7734
1591,94309.39844
1592,117176.1797
1593,132773.0156
1594,191785.9688
1595,118058.8281
1596,236071.2813
1597,195358
1598,198449.9844
1599,202395.7969
1600,193814.75
1601,80812.35156
1602,116757.3672
1603,101335.5234
1604,282620.5
1605,263629.8438
1606,168106.9063
1607,191364.0781
1608,219043.4844
1609,194132.5
1610,139986.4063
1611,144680.6094
1612,177803.5
1613,163906.8438
1614,137444.5781
1615,94761.29688
1616,71078.67188
1617,99531.63281
1618,123465.0313
1619,143746.7188
1620,170102.3125
1621,134103.6719
1622,136786.7656
1623,301665.9375
1624,205266.7344
1625,132856.0625
1626,171317.7813
1627,183441.2031
1628,277358.5313
1629,178690.4844
1630,340092.1563
1631,236897.9844
1632,248895.2188
1633,167374.0313
1634,187936.3281
1635,183258.7656
1636,158290.5313
1637,185771.3594
1638,209281.8438
1639,184112.75
1640,262174.8125
1641,168619.6719
1642,210028.5156
1643,229444.2031
1644,225939.4219
1645,195733.625
1646,158486.25
1647,166174.9063
1648,129248.2188
1649,135677.9063
1650,118274.2266
1651,125933.9453
1652,100388.7891
1653,99295.36719
1654,147158.9063
1655,152801.625
1656,150072.2188
1657,147158.9063
1658,147408.0625
1659,132897.5938
1660,158571.1719
1661,443935.9375
1662,414990.3125
1663,391817.5313
1664,422523.4063
1665,320546.4063
1666,346231.5
1667,373694.625
1668,333405.75
1669,295404.2813
1670,359579.9063
1671,242775.2656
1672,494149.125
1673,313400.125
1674,242384.6406
1675,179949.4375
1676,186516.3438
1677,200000.0625
1678,458901.0938
1679,405145.4688
1680,328008.0625
1681,276754.2188
1682,317735.2813
1683,177889.25
1684,178088.9219
1685,171264.5156
1686,170459.875
1687,163587.0156
1688,184773.2813
1689,187846.3281
1690,197586.0781
1691,188132.0938
1692,290201.0938
1693,162281.5156
1694,186757.1563
1695,167513.1406
1696,263214.6875
1697,172983.7188
1698,375699.375
1699,312206.5
1700,237595.6875
1701,264728.5313
1702,282706.0313
1703,260051.1406
1704,289053.8125
1705,247778.875
1706,388415.875
1707,227777.0156
1708,202775.1875
1709,279390.9063
1710,221937.2656
1711,263236.9688
1712,266308.9063
1713,272637.9063
1714,211931.0156
1715,201281.9688
1716,179386.125
1717,168466.1719
1718,136992.9688
1719,203387.4688
1720,253467.7813
1721,169107.4063
1722,127251.1563
1723,153269.0156
1724,230646.6406
1725,237747.2656
1726,185514.9063
1727,156311.6563
1728,182292.6875
1729,159336.5
1730,163678.3594
1731,117975.1875
1732,130374.1563
1733,120717.1016
1734,126458.5469
1735,136032.6563
1736,110721.5547
1737,340061
1738,213298.6875
1739,313193.8125
1740,225210.9688
1741,192605.8125
1742,165524.875
1743,174140.5938
1744,293244.25
1745,203608.7031
1746,224484.9063
1747,216212.9531
1748,200759.6875
1749,149262.6719
1750,132371.2813
1751,231557.75
1752,119299.4297
1753,153352.5781
1754,205164.6875
1755,170081.5
1756,134702.4531
1757,117615
1758,133310.2969
1759,169284.0156
1760,166329.4531
1761,150877.5469
1762,177246.3438
1763,170517.0781
1764,117443.0078
1765,187953.5469
1766,191786.6875
1767,226752.8438
1768,142769.25
1769,181794.7656
1770,150312.9219
1771,128943.7656
1772,128278.8828
1773,134901.3281
1774,140311.7813
1775,139176.4219
1776,124869.7578
1777,112902.5156
1778,144096.5156
1779,111037.3359
1780,182848.8906
1781,129201.6094
1782,99345.90625
1783,134060.9688
1784,108221.8125
1785,120540.2578
1786,175753.7656
1787,157501.1719
1788,73846.95313
1789,106485.5156
1790,93051.38281
1791,176382.6875
1792,153086.5
1793,142018.4531
1794,148853.1875
1795,129260.5
1796,126169.7969
1797,111246.9375
1798,123635.6328
1799,118696.0469
1800,126252.0391
1801,132675.1563
1802,142591.3125
1803,151860.8906
1804,145383.9063
1805,143009.7656
1806,111640.3672
1807,141418.6875
1808,124372.2656
1809,115693.6328
1810,145790.3906
1811,100498.3203
1812,95668.91406
1813,116957.1641
1814,97232.94531
1815,57881.48828
1816,98330.4375
1817,104859.6563
1818,153769.5156
1819,130693.7266
1820,67511.75
1821,115318.0703
1822,158947.7813
1823,58751.65234
1824,134185.1719
1825,124914.8047
1826,98080.41406
1827,100555.9297
1828,131519.4688
1829,110515.4063
1830,139452.7188
1831,159391.4844
1832,108838.6094
1833,145973.6719
1834,123765.6719
1835,148288.0781
1836,125675.3516
1837,95525.19531
1838,124613.8281
1839,90268.15625
1840,150495.2656
1841,140279.6406
1842,84330.54688
1843,139257.9219
1844,135962.9219
1845,142185.8281
1846,154891.5156
1847,161691.2031
1848,58647.65234
1849,122856.4531
1850,119327.1641
1851,151984.0625
1852,124678.5391
1853,128327.7344
1854,173724.0313
1855,143597.7031
1856,218425.2031
1857,174735.9688
1858,139121.5313
1859,125270.9141
1860,140228.0938
1861,125270.9141
1862,320362.2188
1863,293018.4688
1864,293018.4688
1865,344525.1875
1866,335665.4688
1867,266592.4063
1868,316689.25
1869,192665.6406
1870,263099.0313
1871,265656.3438
1872,171365.875
1873,220157.5469
1874,149683.9219
1875,208866.0781
1876,189653.8438
1877,216398.5469
1878,209662.7188
1879,129670.0781
1880,136579.2344
1881,243348.1875
1882,258141.6563
1883,191187.9531
1884,203528.7188
1885,257096.0469
1886,325201.9688
1887,208464.4063
1888,282931.9063
1889,160331.6875
1890,123445.4922
1891,136417.9688
1892,102366.2969
1893,127806.4453
1894,124161.4375
1895,141233.0313
1896,131657.6875
1897,113788.9063
1898,117374.3516
1899,155333.9219
1900,158030.7344
1901,174193.25
1902,143931.7188
1903,231084.625
1904,144971.8594
1905,200257.1094
1906,170806.7344
1907,199251.125
1908,114454.1953
1909,136969.2188
1910,124496.1641
1911,206610.6406
1912,335508.875
1913,160537.3906
1914,78956.53125
1915,297913.9375
1916,77127.70313
1917,278065.4063
1918,141725.0625
1919,172041.3594
1920,156809.8906
1921,447989.875
1922,341591.5
1923,196571.6094
1924,218063.0469
1925,216462.2813
1926,402823.5625
1927,134675.6406
1928,160605.9219
1929,121904.7422
1930,133489.1563
1931,148764.7188
1932,134274.75
1933,182003.2656
1934,179195.5625
1935,170023.9531
1936,187751.9375
1937,177708.7188
1938,170931.9063
1939,252866.4375
1940,202820.7344
1941,171380.4844
1942,177925.0938
1943,229764.0156
1944,351943.9063
1945,375944.2813
1946,165591.6406
1947,287442.5
1948,186489.9375
1949,226986.9688
1950,178942.625
1951,276617.2188
1952,204541.1719
1953,168937.9531
1954,192432.7344
1955,130555.5078
1956,297142.625
1957,162920.0625
1958,315626.4688
1959,140049.5313
1960,117210.8438
1961,114201.0859
1962,98378.92969
1963,106027.4375
1964,106741.5547
1965,145003.0938
1966,152420.8594
1967,293323.5938
1968,467288.0625
1969,394885.1875
1970,458556.625
1971,403020.7813
1972,382417.5938
1973,260441.6563
1974,321173.0938
1975,496831.1875
1976,271669.9688
1977,354547.3125
1978,404398.0938
1979,323017.9688
1980,187408.4688
1981,340975.5
1982,225670.2656
1983,214802.9375
1984,170919.4063
1985,224914.625
1986,211557.4219
1987,182128.1406
1988,176328.1406
1989,192624.375
1990,218939.1875
1991,212074.2969
1992,211839.3125
1993,176162.0781
1994,241210.0156
1995,186210.5
1996,252108.0938
1997,329801.2188
1998,349516.75
1999,253706.8438
2000,319769.5938
2001,253954.6719
2002,242243.1875
2003,259112.3906
2004,265531.1563
2005,242250.6094
2006,227290.875
2007,250466.2344
2008,203884.8125
2009,185270.0469
2010,199104.4531
2011,142708.0938
2012,175924.8125
2013,185087.5938
2014,188071.8281
2015,204741.2969
2016,190499.4531
2017,198292.7031
2018,119783.3594
2019,134586.4531
2020,108317.1328
2021,109777.0859
2022,187752.1094
2023,132519.2188
2024,256351.5313
2025,366409.125
2026,172521.0938
2027,154096.4063
2028,156373.8438
2029,166818.25
2030,257491.2656
2031,256601.0469
2032,263956.75
2033,264408.8125
2034,162379.7031
2035,203638.4688
2036,174759.8906
2037,178824.3906
2038,292801.4375
2039,240981.9688
2040,319039.8438
2041,265275.6875
2042,200795.0313
2043,175905.25
2044,175655.7813
2045,207302.8594
2046,139890.7031
2047,144736.375
2048,138210.1563
2049,146795.5625
2050,183295.7031
2051,108664.4219
2052,127877.4531
2053,142992.5313
2054,87037.48438
2055,161389.2656
2056,137061.5
2057,116467.8047
2058,215468.5313
2059,132534.6406
2060,166045.1094
2061,187569.5938
2062,125757.4531
2063,118216.1172
2064,131951.75
2065,123502.2266
2066,164681.3281
2067,123266.3984
2068,148217.2031
2069,88595.11719
2070,110911.9688
2071,98833.42188
2072,122336.3906
2073,141027.4531
2074,191356.7188
2075,156210.4688
2076,126820.5938
2077,145781.0938
2078,124402.6094
2079,134861.1406
2080,117237.4766
2081,128979.9922
2082,117947.25
2083,142373.1406
2084,113165.3906
2085,112652.875
2086,131407.9375
2087,124218.1953
2088,98569.09375
2089,70802.375
2090,128203.0469
2091,117261.6484
2092,125694.8828
2093,129825.0781
2094,128775.5859
2095,148339.9375
2096,81981.36719
2097,97217.32813
2098,133108.4531
2099,69106.92969
2100,88649.75
2101,123660.6641
2102,133673.9219
2103,102205.8281
2104,161323.5313
2105,119358.1328
2106,84036.73438
2107,228890.1875
2108,110248.3672
2109,107222.4766
2110,129863.1719
2111,145159.5313
2112,132035.3281
2113,108872.6094
2114,112762.3281
2115,145542.7031
2116,122934.125
2117,141416.25
2118,118418.0391
2119,101990.8203
2120,110366.9063
2121,81977.66406
2122,108172.1641
2123,83938.21094
2124,175987.0156
2125,130353.9766
2126,143147.7813
2127,156160.0313
2128,127829.0703
2129,109122.0078
2130,138690.4531
2131,158896.5938
2132,121991.3203
2133,128520.8125
2134,125123.8984
2135,98829.25
2136,75016.89063
2137,111279.6094
2138,126608.7188
2139,151377.9531
2140,140972.7031
2141,147139.4375
2142,124117.8516
2143,130584.4141
2144,138404.8594
2145,136433.7813
2146,170184.1563
2147,146017.0469
2148,123741.2656
2149,139533.4375
2150,217108.3438
2151,131388.4219
2152,180888.5781
2153,170329
2154,107845.0078
2155,142482.2031
2156,353542.5938
2157,225163.5938
2158,234590
2159,212520.8281
2160,172179.5
2161,242268.3125
2162,442775.0313
2163,345835.75
2164,260135.9531
2165,182653.7031
2166,154780.6094
2167,228715.4844
2168,190893.2813
2169,202628.2813
2170,214973.0156
2171,148288.4063
2172,135143.2344
2173,160825.6719
2174,232194.9688
2175,315421.375
2176,326609.4688
2177,245225.75
2178,219943.7969
2179,143168.1563
2180,238029
2181,193489.3906
2182,218585.6094
2183,182113.6875
2184,120759.5547
2185,126243.6719
2186,145163.0625
2187,153713.9375
2188,152250.6094
2189,239477.8438
2190,78968.57031
2191,81210.85156
2192,94234.48438
2193,111613.7891
2194,104814.9766
2195,111100.2813
2196,103703.6172
2197,115929.6094
2198,165726.7813
2199,167741.8281
2200,143499.7969
2201,144846.2969
2202,202251.4844
2203,157263.6406
2204,171560.3438
2205,109607.5469
2206,140053.2344
2207,212812.7813
2208,239470.3906
2209,237884.7344
2210,124030.2578
2211,121237.8516
2212,115823.2734
2213,108357.7891
2214,141584.1406
2215,107021.3047
2216,146037.6406
2217,99749.64844
2218,92623.25
2219,87034.35156
2220,88559.91406
2221,293310.8438
2222,266723.6563
2223,300637.5625
2224,213411.3906
2225,125084.7578
2226,207599.0781
2227,190364.1406
2228,271583.3125
2229,245219.8906
2230,141106.9063
2231,228052.9063
2232,183395.0938
2233,178266.8594
2234,255260.4844
2235,220730.125
2236,257114.5313
2237,347303.125
2238,211455.4219
2239,119042.9219
2240,172218.8281
2241,143687.1094
2242,130943.9688
2243,132538.6875
2244,108472.7813
2245,115065.0781
2246,142265.4219
2247,117337.875
2248,123494.1641
2249,125477.3281
2250,138420.2031
2251,128235.8125
2252,181019.2344
2253,147671.0313
2254,171099.2031
2255,180734.8906
2256,190265.1094
2257,222951.7969
2258,165924.0938
2259,173111.7656
2260,169472.2031
2261,207606.7344
2262,228388.2656
2263,350502.5313
2264,477174.3438
2265,183762.2344
2266,291158
2267,400463.7813
2268,401190.5313
2269,150068.9219
2270,192805.6875
2271,225902.0313
2272,197148.4063
2273,159265.1406
2274,177974.7656
2275,173050.25
2276,182260.9844
2277,181163.8594
2278,142060.6406
2279,119889.3516
2280,123988.6094
2281,166602.0781
2282,194113.4063
2283,107881.2109
2284,106218.1953
2285,153470.6719
2286,118658.7031
2287,356299.1875
2288,287136.2813
2289,368929.125
2290,440007.7813
2291,329954.8125
2292,408029.5938
2293,453185.6563
2294,444321.875
2295,456109.8125
2296,286664.9688
2297,310958.4375
2298,329092.75
2299,406983.625
2300,344617.7188
2301,285695.9688
2302,236197.7656
2303,236402.2656
2304,251862.4688
2305,182053.0469
2306,174416.8125
2307,181558.8281
2308,218702.7188
2309,273643.2188
2310,223361.3438
2311,192725.6875
2312,181043.9688
2313,170936.0156
2314,179194.1563
2315,179270.8594
2316,204851.3906
2317,182343.5781
2318,174970.4844
2319,184159.4375
2320,186011.5
2321,245241.125
2322,175720.2969
2323,190805.0313
2324,171657.6094
2325,206623.0781
2326,165158.5625
2327,207345.5938
2328,229572.2188
2329,183048.8906
2330,174883.5156
2331,373529.9688
2332,400554.2813
2333,323796.7188
2334,264218.875
2335,275405
2336,338541.1875
2337,193197.5156
2338,279375.6875
2339,228336.9219
2340,382385.0313
2341,217651.5156
2342,232893.4688
2343,211993.625
2344,238068.625
2345,242345
2346,225895.2656
2347,189843.125
2348,235063.0781
2349,180365.3594
2350,279879.8438
2351,242434.4844
2352,257553.75
2353,252625.4688
2354,141347.4375
2355,155532.5781
2356,151435.5
2357,191549.0156
2358,190414.4844
2359,135213.125
2360,107444.7188
2361,139874.7344
2362,259850.9219
2363,137331.6406
2364,167654.3594
2365,221709.9531
2366,193618.7969
2367,207146.7813
2368,215004.25
2369,210612.25
2370,164517.6406
2371,166462.25
2372,180856.75
2373,265639.4063
2374,314926.75
2375,252787.8594
2376,337057.9063
2377,379051.0938
2378,137188.5781
2379,192749.0469
2380,145253.4063
2381,164574.6719
2382,191515.1094
2383,202430.1875
2384,241698.2969
2385,163956.125
2386,134335.25
2387,134392.5156
2388,92044.85156
2389,129677.4141
2390,145434.3438
2391,141240.4063
2392,112932.5
2393,169883.5313
2394,149067.4844
2395,199538.2188
2396,136202.5469
2397,227010.8281
2398,137651.6094
2399,68318.96875
2400,63938.26172
2401,106595.2891
2402,133801.7656
2403,127081.8594
2404,146345.7344
2405,156879.3125
2406,144907.8438
2407,124726.125
2408,136521.125
2409,121119.0859
2410,170363.3594
2411,119808.9688
2412,154917.8906
2413,126020.9766
2414,131128.2813
2415,137292.5938
2416,128574.4453
2417,127353.7188
2418,121896.7891
2419,113673.0547
2420,131823.0625
2421,143129.3125
2422,117571.2109
2423,125394.6094
2424,157420.0781
2425,309852.4063
2426,141520.9844
2427,134825.8906
2428,169902.4844
2429,119059.9063
2430,135728.3125
2431,118358.1406
2432,144560.2031
2433,146274.6719
2434,135374
2435,152435.9063
2436,106187.2109
2437,97554.30469
2438,129353.5781
2439,111985.4141
2440,122159.8906
2441,102802.4297
2442,100428.8516
2443,124975.8906
2444,123760.8906
2445,79799.53125
2446,125415.5938
2447,172642.7969
2448,134113.9063
2449,108070.6953
2450,145244.9844
2451,127624.8438
2452,214745.1094
2453,98693.19531
2454,126363.9688
2455,132132.6719
2456,127028.6641
2457,124798.6953
2458,127433.8672
2459,105077.2734
2460,129276.2969
2461,109890.0703
2462,130408.6641
2463,120630.6875
2464,175295.5156
2465,133810.2031
2466,112324.4688
2467,144927.9063
2468,76772.08594
2469,71819.96094
2470,202754.7969
2471,197895.5313
2472,170732.2813
2473,119495.0781
2474,96207.39063
2475,216986.7813
2476,109036.1328
2477,125106.0469
2478,154143.0156
2479,108156.1094
2480,154793.6719
2481,119654.7109
2482,129777.9609
2483,110948.375
2484,116256.0703
2485,118634.6797
2486,150585.5469
2487,166874.875
2488,161650.7969
2489,153260.4219
2490,148629.9688
2491,101528.5703
2492,176153.7813
2493,150384.5469
2494,153542.875
2495,94766.55469
2496,273347.4688
2497,150380.9531
2498,109218.9063
2499,91555.78906
2500,124531.2031
2501,129953.7734
2502,149867.4844
2503,98464.60938
2504,165539.2969
2505,223779.9063
2506,259121.2969
2507,307317.0313
2508,259846.9531
2509,214105.0313
2510,224683.8438
2511,176573.625
2512,202344.2656
2513,210570.8281
2514,238262.7969
2515,142020.3125
2516,172535.125
2517,145944.2969
2518,150327.1563
2519,225489.625
2520,215522.6094
2521,195057.0469
2522,217579.7031
2523,129402.0313
2524,136178.3125
2525,142086.2969
2526,127381.375
2527,113439.7578
2528,133301.8594
2529,126717.1797
2530,121847.9766
2531,264615.2813
2532,224547.5625
2533,195978.0781
2534,237822.9844
2535,324646.9063
2536,237764.0625
2537,247119.7969
2538,184512.8594
2539,187111.4688
2540,174248.5469
2541,181752.0156
2542,161739.6094
2543,134753.6094
2544,115274.5703
2545,139250.7188
2546,131813.5156
2547,141596.4844
2548,153490.375
2549,152053.2188
2550,401353.1563
2551,139212.4219
2552,120919.5391
2553,70214.78125
2554,99663.53906
2555,125938.5156
2556,107124.2813
2557,115020.6094
2558,161514.0313
2559,135340.875
2560,145070.9219
2561,145163.1406
2562,139319.5625
2563,152400.3281
2564,189849.2031
2565,141802.8125
2566,152747.0625
2567,136967.7969
2568,189680.7813
2569,203342.4375
2570,123905.7813
2571,179312.4375
2572,186823.1719
2573,217429.0156
2574,251334.0625
2575,131448.7969
2576,124511.1719
2577,144706.5625
2578,85218.6875
2579,71704.48438
2580,132906.5469
2581,95154.25
2582,120176.0469
2583,280475.125
2584,161972.1563
2585,192236.4688
2586,228856.4844
2587,210581.5938
2588,148741.25
2589,154924.25
2590,204747.3594
2591,205949.7188
2592,207436.2344
2593,241812.5938
2594,170549.4688
2595,230069.7031
2596,306505.1563
2597,192804.7656
2598,270558.5
2599,313577.8438
2600,175094.6875
2601,155273.7969
2602,83004.99219
2603,96466.32031
2604,93001.19531
2605,78558.64844
2606,148957.8594
2607,193243.9375
2608,201908.8906
2609,166629.2031
2610,113956.9609
2611,139224.7813
2612,153143.9844
2613,130146.8672
2614,123653.4219
2615,152801.8125
2616,150072.5156
2617,186830.3125
2618,210206.4844
2619,204592.0313
2620,188005.4219
2621,185182.8281
2622,178346.2969
2623,261407.75
2624,287097.7188
2625,334770.5938
2626,175138.5625
2627,187730.3438
2628,466274.1563
2629,574161.125
2630,378634.8125
2631,466917.9375
2632,444704.625
2633,317075.4375
2634,408911.8438
2635,154500.0313
2636,183138.5625
2637,190274.1719
2638,247191.2031
2639,172445.2969
2640,151800.5781
2641,96914.28125
2642,197803.7656
2643,104305.8984
2644,132150.7344
2645,106644.7266
2646,98664.03125
2647,105035.7969
2648,148301.75
2649,142073.5
2650,144976.375
2651,144188.0156
2652,423321.9688
2653,239852.5156
2654,248970.6719
2655,389365.0313
2656,325029.2188
2657,348337.5938
2658,292937.25
2659,316269.5625
2660,342702.875
2661,353818.3438
2662,358613.6875
2663,273224.5625
2664,268607.2188
2665,312241.8438
2666,288322.0313
2667,172593.2813
2668,184641.9531
2669,172818.2969
2670,302805.9375
2671,187412.9531
2672,187028.5156
2673,198790.4063
2674,193657.7969
2675,176730.5313
2676,185773.0156
2677,189086.3438
2678,260240.9063
2679,276879.4688
2680,279738.1563
2681,414884.75
2682,344781.4375
2683,548508.3125
2684,323734.25
2685,340016.75
2686,251282.7969
2687,329387.5313
2688,224869.2344
2689,221966.8906
2690,426029.2813
2691,180760.6875
2692,135206.4375
2693,193977.6094
2694,140051.7188
2695,193904.7656
2696,184641.3125
2697,181754.7188
2698,192757.625
2699,172631.8906
2700,159080.7188
2701,151956.7969
2702,104302.9609
2703,132127.6406
2704,140814.7188
2705,114465.7578
2706,115628.625
2707,126118.0234
2708,138675.9688
2709,108985.1328
2710,131288.1719
2711,274785.5625
2712,382431.75
2713,171427.5313
2714,154626.4688
2715,164320.9531
2716,154038.6563
2717,187226.6563
2718,210452.6563
2719,160451
2720,171102.9219
2721,129865.6328
2722,160016.7031
2723,151445.8594
2724,129929.0391
2725,132294.0938
2726,137986.5469
2727,181647.0938
2728,163877.1875
2729,153111.8906
2730,140980.4063
2731,136001.1875
2732,127756.0547
2733,162813.9531
2734,148698.5313
2735,130822.8828
2736,141144.9063
2737,122454.9922
2738,137774.9688
2739,172144.0938
2740,135482.4375
2741,141608.625
2742,150854.7188
2743,140151.4219
2744,161165.8281
2745,142857.6563
2746,139895.9063
2747,147803.2344
2748,121625.9844
2749,130513.4063
2750,132638.1094
2751,136740.5625
2752,208219.7813
2753,140933.0938
2754,234392.3281
2755,131390.4375
2756,108130.1719
2757,82510.77344
2758,98354.6875
2759,156734.625
2760,124719.0625
2761,142017.75
2762,143722.5781
2763,187695.0781
2764,161849.4219
2765,274957.0625
2766,131537.5156
2767,89801.29688
2768,131119.9531
2769,122364.5313
2770,150260.9531
2771,115000.9297
2772,115891.7969
2773,172791.5781
2774,131519.7813
2775,109420.4375
2776,140209.9219
2777,149385.4531
2778,115533.5625
2779,130134.9375
2780,100393.9219
2781,95587.26563
2782,90145.96875
2783,98034.23438
2784,122665.8672
2785,130158.1328
2786,82276.44531
2787,124668.7578
2788,71220.69531
2789,197513.4688
2790,93879.38281
2791,111601.2891
2792,71498.82813
2793,153063.2031
2794,100771.1797
2795,109487.6797
2796,97320.11719
2797,211669.2813
2798,117191.2188
2799,113839.8359
2800,65827.57031
2801,111896.4297
2802,132794.7188
2803,175500.0469
2804,137700.5313
2805,106040.3828
2806,86089.89844
2807,163241.5938
2808,148560.4688
2809,135571.5
2810,129611.0703
2811,154659.1875
2812,153171.1563
2813,153992.4063
2814,159136.75
2815,110657.7656
2816,224735.3438
2817,152011.6563
2818,128649.0469
2819,155808.7031
2820,140570.9531
2821,113030.3984
2822,182611.7031
2823,355430.125
2824,181199.0938
2825,153887.3438
2826,130384.4609
2827,137653.625
2828,220514.2344
2829,202839.7344
2830,224976.1406
2831,183483.625
2832,244541.6719
2833,303418.9688
2834,212355.3906
2835,207157.5
2836,188484.3438
2837,165130.25
2838,153551.125
2839,178362.7188
2840,204210.0313
2841,206613.2031
2842,218226.25
2843,139182.4531
2844,135718.2656
2845,115936.6563
2846,208686.5156
2847,197211.8594
2848,234214.1719
2849,194987.2969
2850,290000.7188
2851,227228.7344
2852,233811.2813
2853,238180.7656
2854,143168.1563
2855,195501.0313
2856,203416.6406
2857,185817.1719
2858,200932.7969
2859,128011.7109
2860,129622.9219
2861,131488.8281
2862,192958.4375
2863,132453.0313
2864,256479.5781
2865,144054.2031
2866,159043.5156
2867,105155.4453
2868,106988.5391
2869,111245.2109
2870,135262.125
2871,89355.79688
2872,56640.44141
2873,107399.5703
2874,138500
2875,122667.0625
2876,160846.5313
2877,129779.8125
2878,166781.7344
2879,141004.1719
2880,95621.09375
2881,144239.125
2882,165892.8281
2883,190654.1094
2884,203414.0938
2885,179958.2656
2886,217075.9531
2887,101582.0859
2888,132804.0938
2889,57063.02734
2890,86213.375
2891,127865.3828
2892,70312.72656
2893,94709.36719
2894,77895.75
2895,328471.5313
2896,282552.9063
2897,201175.875
2898,143386.7656
2899,236097.5156
2900,156952.8594
2901,216670.7344
2902,186155.9063
2903,349277.0938
2904,350831.1563
2905,108943.7344
2906,206414.0781
2907,107882.7031
2908,137971.5156
2909,137709.1406
2910,90273.71875
2911,83004.99219
2912,138771.6563
2913,85603.22656
2914,78982.95313
2915,86907.83594
2916,83175.9375
2917,171688.1719
2918,120676.8281
2919,230684.125
